,string_X_train,Y_label,EXPNO,from,predict,class,預測部門代號
5958,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5959,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5960,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5961,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5962,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5963,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5964,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5965,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5966,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5967,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5968,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5969,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5970,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5971,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5972,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5973,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5974,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5975,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5976,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5977,COPPER CLAD LAMINATES AND  GLASS EPOXY PREPREG 6660 SHT  AND 87 ROLL USD 21389080ORIGIN TAIWANCIF KOREA PORT  INCHEON AIR PORTDETAILS AS PER OFFER NO SWPO210315,GLASS EPOXY PREPREG,2M,202104.xlsx,"['GLASS EPOXY PREPREG', 'COPPER CLAD LAMINATES', ' PREPREG ']",rule,2M
5978,COMMODITY HDPE  TAISOX 9001 QUANTITY 500 MTUNIT PRICE USD 116000MTPRICE TERM FOB ANY PROT IN TAIWAN,TAISOX 9001,18,202104.xlsx,"[' TAISOX ', ' HDPE ', 'TAISOX 9001']",rule,18
5979,COMMODITY HDPE  TAISOX 9001 QUANTITY 500 MTUNIT PRICE USD 116000MTPRICE TERM FOB ANY PROT IN TAIWAN,TAISOX 9001,18,202104.xlsx,"[' TAISOX ', ' HDPE ', 'TAISOX 9001']",rule,18
5981,68 MT  ABS RESIN S ACRYLONITRILE BUTADIENE STYRENEUSD2690MTQUALITYQUANTITY AND ALL OTHER DETAILS ARE AS PER PROFORMA INVOICE NOB4035 DATED 19042021 OF BENEFICIARYTRADE TERMSCFR KARACHI SEAPORTPAKISTANHS CODE39033000,ABS RESIN,4A,202104.xlsx,"['ACRYLONITRILE BUTADIENE STYRENE', 'ABS RESIN', ' RESIN ', ' ABS ', ' ACRYLONITRILE ']",rule,4A
5982,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5983,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5984,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5985,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5986,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5987,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5988,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5989,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5990,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5991,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5992,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5993,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5994,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5995,CIF HONG KONGDESCRIPTION RAW MATERIAL  ACRYLONITRILE BUTADIENE STYRENEABS             MODEL NO  AG12A0  NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG1         F3076575       144000            2592         F3087092       144000            2623         DE21000136      54000            2624         F3097316       144000            2625         F3105853       108000            2626         DE20012340      72000            2597         DE21000367      36000            2628         DE21000511      36000            2629         F3116739       162000            26010        DE21000670      36000            260DESCRIPTION RAW MATERIAL  POLYPROPYLENE IMPACT COPOLYMER             MODEL NO K8009AW NATURALITEM NO  PO NO       QUANTITYKGS   UNIT PRICEUSDKG11        F3086318        75000            162512        DE21000370      50000            16113        DE21000512      50000            160514        DE21000667      50000            1575,AG12A0,4A,202104.xlsx,"[' AG12A0 ', 'ACRYLONITRILE BUTADIENE STYRENE', 'RAW MATERIAL', ' POLYPROPYLENE ', ' MATERIAL ', ' ACRYLONITRILE ']",rule,4A
5996,POLYPROPYLENE RESIN GRADE  NO K1000CIF HO CHI MINH PORTVIETNAM,GRADE,4A,202104.xlsx,"[' GRADE ', 'POLYPROPYLENE RESIN GRADE']",rule,1P
5997,COMMODITYHDPE  TAISOX 7200 FQUANTITY300MTPRICEUSD1245MTMANUFACTURERFORMOSA PLASTICS CORPORATIONGOODS ORIGIN TAIWANPRICE TERM CIF MAWEI CHINAPACKING 1000KGS NET PER JUMBO BAG WITH PALLET,TAISOX 7200,18,202104.xlsx,"[' TAISOX ', 'TAISOX 7200']",rule,18
6000,36 MTS OF TAIRIREX POLYSTYRENE  GRADE  NOHP9450 HIPS PLASTIC GRANULES AT UNIT PRICE OF USD 2000 PER MT AS PER PROFORMA INVOICE NOT4032 DATED 09042021HSCODE 39031990CIF KOLKATA INDIA,GRADE,4A,202104.xlsx,"[' TAIRIREX ', ' HIPS ', 'TAIRIREX POLYSTYRENE', ' POLYSTYRENE ', ' GRADE ', 'PLASTIC GRANULES']",rule,4A
6001,36 MTS OF TAIRIREX POLYSTYRENE  GRADE  NOHP9450 HIPS PLASTIC GRANULES AT UNIT PRICE OF USD 2000 PER MT AS PER PROFORMA INVOICE NOT4032 DATED 09042021HSCODE 39031990CIF KOLKATA INDIA,GRADE,4A,202104.xlsx,"[' TAIRIREX ', ' HIPS ', 'TAIRIREX POLYSTYRENE', ' POLYSTYRENE ', ' GRADE ', 'PLASTIC GRANULES']",rule,4A
6002,1COMMODITY HDPE  TAISOX 9001 QUANTITY 600 MTUNIT PRICE USD1175MTPRICE TERM CIF SHANGHAICHINAAMOUNT USD705000CONTRACT NO H0FW2812COMMODITY HDPE TAISOX 9001QUANTITY 200 MTUNIT PRICE USD1175MTPRICE TERM CIF HUANGPUCHINAAMOUNT USD235000CONTRACT NO H0FW282TOTAL AMOUNT USD940000,TAISOX 9001,18,202104.xlsx,"[' TAISOX ', 'HDPE TAISOX', ' HDPE ', 'TAISOX 9001']",rule,18
6003,1COMMODITY HDPE  TAISOX 9001 QUANTITY 600 MTUNIT PRICE USD1175MTPRICE TERM CIF SHANGHAICHINAAMOUNT USD705000CONTRACT NO H0FW2812COMMODITY HDPE TAISOX 9001QUANTITY 200 MTUNIT PRICE USD1175MTPRICE TERM CIF HUANGPUCHINAAMOUNT USD235000CONTRACT NO H0FW282TOTAL AMOUNT USD940000,TAISOX 9001,18,202104.xlsx,"[' TAISOX ', 'HDPE TAISOX', ' HDPE ', 'TAISOX 9001']",rule,18
6004,1COMMODITY HDPE  TAISOX 9001 QUANTITY 600 MTUNIT PRICE USD1175MTPRICE TERM CIF SHANGHAICHINAAMOUNT USD705000CONTRACT NO H0FW2812COMMODITY HDPE TAISOX 9001QUANTITY 200 MTUNIT PRICE USD1175MTPRICE TERM CIF HUANGPUCHINAAMOUNT USD235000CONTRACT NO H0FW282TOTAL AMOUNT USD940000,TAISOX 9001,18,202104.xlsx,"[' TAISOX ', 'HDPE TAISOX', ' HDPE ', 'TAISOX 9001']",rule,18
6005, METHYLENE CHLORIDE  39 MTAT USD700PER MTCIF BANGKOK THAILAND,METHYLENE CHLORIDE,11,202104.xlsx,['METHYLENE CHLORIDE'],rule,11
6006,HIGH IMPACT POLYSTYRENE  GRADE  NOHP825H  126000KGSCIF YUEYANG PORT CHINA,GRADE,4A,202104.xlsx,"[' POLYSTYRENE ', ' GRADE ']",rule,4A
6007,TERMS OF PRICE  FOB KAOHSIUNG PORT OF TAIWANCOUNTRY OF ORIGIN  TAIWANPP  YUNGSOX 2080 QUANTITY 100MT,YUNGSOX 2080,1P,202104.xlsx,['YUNGSOX 2080'],bert,1P
6010, PVC RESIN S70 AS PER SALES CONTRACT NOT21308 DATE MAR182021PVC RESIN S70 QTY 4400 MTS UPRICE USD157000 AMOUNT USD6908000TOTAL QTY 4400MTS TOTAL AMOUNT USD6908000,PVC RESIN S70,11,202104.xlsx,['PVC RESIN S70'],rule,11
6011,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6012,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6013,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6014,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
